order_item_id,order_id,product_id,quantity,unit_price,Total_Amount
OD017342,O005739,P0080,5,138.38,691.9
OD017343,O005739,P0067,5,129.94,649.7
OD017344,O005739,P0092,2,321.17,642.34
OD017345,O005739,P0069,1,171.42,171.42
OD017346,O005740,P0060,5,202.14,1010.7
OD017347,O005740,P0030,1,309.79,309.79
OD017348,O005741,P0020,2,23.12,46.24
OD017349,O005741,P0077,2,458.98,917.96
OD017350,O005742,P0059,3,98.43,295.29
OD017351,O005742,P0086,3,125.27,375.81
OD017352,O005742,P0087,1,498.82,498.82
OD017353,O005742,P0023,1,183.32,183.32
OD017354,O005742,P0099,3,486.12,1458.36
OD017355,O005743,P0088,3,264.57,793.71
OD017356,O005743,P0038,2,316.89,633.78
OD017357,O005743,P0063,1,287.34,287.34
OD017358,O005743,P0099,5,486.12,2430.6
OD017359,O005743,P0048,5,153.43,767.15
OD017360,O005744,P0047,4,68.48,273.92
OD017361,O005744,P0077,5,458.98,2294.9
OD017362,O005744,P0035,1,201.7,201.7
OD017363,O005745,P0023,2,183.32,366.64
OD017364,O005745,P0095,4,50.49,201.96
OD017365,O005745,P0035,4,201.7,806.8
OD017366,O005745,P0097,5,498.14,2490.7
OD017367,O005745,P0055,5,331.06,1655.3
OD017368,O005746,P0047,3,68.48,205.44
OD017369,O005746,P0082,1,146.12,146.12
OD017370,O005746,P0084,3,450.95,1352.85
OD017371,O005747,P0070,3,148.52,445.56
OD017372,O005747,P0064,1,348.61,348.61
OD017373,O005748,P0096,5,203.18,1015.9
OD017374,O005748,P0060,1,202.14,202.14
OD017375,O005748,P0005,2,373.51,747.02
OD017376,O005748,P0079,1,147.14,147.14
OD017377,O005749,P0013,1,32.74,32.74
OD017378,O005749,P0081,2,289.46,578.92
OD017379,O005750,P0001,1,326.92,326.92
OD017380,O005750,P0037,3,418.11,1254.33
OD017381,O005750,P0025,4,479.46,1917.84
OD017382,O005750,P0027,5,64.52,322.6
OD017383,O005750,P0031,4,407.42,1629.68
OD017384,O005751,P0015,1,331.94,331.94
OD017385,O005752,P0052,5,120.56,602.8
OD017386,O005752,P0004,2,127.14,254.28
OD017387,O005752,P0012,2,262.57,525.14
OD017388,O005753,P0056,2,312.38,624.76
OD017389,O005754,P0007,1,448.25,448.25
OD017390,O005754,P0088,4,264.57,1058.28
OD017391,O005754,P0073,3,440.66,1321.98
OD017392,O005754,P0027,2,64.52,129.04
OD017393,O005755,P0030,4,309.79,1239.16
OD017394,O005755,P0015,1,331.94,331.94
OD017395,O005756,P0071,2,121.27,242.54
OD017396,O005757,P0001,1,326.92,326.92
OD017397,O005758,P0089,4,63.64,254.56
OD017398,O005759,P0038,1,316.89,316.89
OD017399,O005759,P0041,3,358.19,1074.57
OD017400,O005759,P0060,1,202.14,202.14
OD017401,O005759,P0095,5,50.49,252.45
OD017402,O005759,P0033,5,277.39,1386.95
OD017403,O005760,P0010,3,34.3,102.9
OD017404,O005760,P0077,4,458.98,1835.92
OD017405,O005760,P0091,4,72.63,290.52
OD017406,O005760,P0002,2,32.01,64.02
OD017407,O005760,P0001,3,326.92,980.76
OD017408,O005761,P0029,1,426.8,426.8
OD017409,O005761,P0047,4,68.48,273.92
OD017410,O005761,P0077,4,458.98,1835.92
OD017411,O005761,P0048,2,153.43,306.86
OD017412,O005762,P0034,2,487.1,974.2
OD017413,O005762,P0015,1,331.94,331.94
OD017414,O005763,P0068,4,35.41,141.64
OD017415,O005763,P0101,4,25.51,102.04
OD017416,O005764,P0051,4,197.69,790.76
OD017417,O005765,P0003,2,152.01,304.02
OD017418,O005765,P0022,2,355.11,710.22
OD017419,O005765,P0038,3,316.89,950.67
OD017420,O005765,P0075,4,334.61,1338.44
OD017421,O005766,P0037,5,418.11,2090.55
OD017422,O005766,P0011,1,124.95,124.95
OD017423,O005766,P0086,3,125.27,375.81
OD017424,O005766,P0039,4,433.62,1734.48
OD017425,O005767,P0044,4,158.91,635.64
OD017426,O005767,P0025,5,479.46,2397.3
OD017427,O005767,P0020,5,23.12,115.6
OD017428,O005767,P0017,4,125.81,503.24
OD017429,O005768,P0016,5,281.57,1407.85
OD017430,O005768,P0041,5,358.19,1790.95
OD017431,O005768,P0068,5,35.41,177.05
OD017432,O005768,P0060,5,202.14,1010.7
OD017433,O005769,P0032,1,370.27,370.27
OD017434,O005769,P0013,1,32.74,32.74
OD017435,O005769,P0062,1,327.2,327.2
OD017436,O005769,P0014,3,115.44,346.32
OD017437,O005769,P0041,2,358.19,716.38
OD017438,O005770,P0038,5,316.89,1584.45
OD017439,O005770,P0090,3,42.62,127.86
OD017440,O005771,P0054,1,469.59,469.59
OD017441,O005771,P0057,2,102.15,204.3
OD017442,O005771,P0028,4,66.42,265.68
OD017443,O005772,P0092,1,321.17,321.17
OD017444,O005772,P0034,4,487.1,1948.4
OD017445,O005772,P0012,4,262.57,1050.28
OD017446,O005772,P0074,5,171.05,855.25
OD017447,O005773,P0084,3,450.95,1352.85
OD017448,O005773,P0007,4,448.25,1793
OD017449,O005773,P0070,1,148.52,148.52
OD017450,O005774,P0001,1,326.92,326.92
OD017451,O005774,P0016,4,281.57,1126.28
OD017452,O005774,P0084,4,450.95,1803.8
OD017453,O005775,P0004,1,127.14,127.14
OD017454,O005775,P0050,1,195.12,195.12
OD017455,O005775,P0014,1,115.44,115.44
OD017456,O005775,P0027,2,64.52,129.04
OD017457,O005776,P0029,1,426.8,426.8
OD017458,O005776,P0012,4,262.57,1050.28
OD017459,O005776,P0086,2,125.27,250.54
OD017460,O005776,P0067,1,129.94,129.94
OD017461,O005776,P0081,2,289.46,578.92
OD017462,O005777,P0076,3,209.9,629.7
OD017463,O005777,P0049,1,325.13,325.13
OD017464,O005777,P0046,1,131.74,131.74
OD017465,O005777,P0055,1,331.06,331.06
OD017466,O005778,P0038,4,316.89,1267.56
OD017467,O005778,P0017,1,125.81,125.81
OD017468,O005778,P0100,4,433.17,1732.68
OD017469,O005779,P0010,3,34.3,102.9
OD017470,O005779,P0016,2,281.57,563.14
OD017471,O005779,P0054,3,469.59,1408.77
OD017472,O005780,P0039,1,433.62,433.62
OD017473,O005780,P0085,1,211.71,211.71
OD017474,O005781,P0041,4,358.19,1432.76
OD017475,O005781,P0038,2,316.89,633.78
OD017476,O005781,P0085,3,211.71,635.13
OD017477,O005781,P0051,5,197.69,988.45
OD017478,O005782,P0030,4,309.79,1239.16
OD017479,O005782,P0008,3,61.73,185.19
OD017480,O005783,P0011,4,124.95,499.8
OD017481,O005784,P0052,5,120.56,602.8
OD017482,O005784,P0008,5,61.73,308.65
OD017483,O005784,P0029,3,426.8,1280.4
OD017484,O005785,P0031,4,407.42,1629.68
OD017485,O005785,P0036,4,284.98,1139.92
OD017486,O005786,P0009,4,222.52,890.08
OD017487,O005786,P0097,3,498.14,1494.42
OD017488,O005787,P0042,2,42,84
OD017489,O005787,P0025,1,479.46,479.46
OD017490,O005787,P0098,4,273.97,1095.88
OD017491,O005788,P0002,3,32.01,96.03
OD017492,O005788,P0056,3,312.38,937.14
OD017493,O005788,P0005,1,373.51,373.51
OD017494,O005789,P0061,1,494.97,494.97
OD017495,O005789,P0084,2,450.95,901.9
OD017496,O005790,P0083,2,300.6,601.2
OD017497,O005790,P0055,1,331.06,331.06
OD017498,O005790,P0096,1,203.18,203.18
OD017499,O005791,P0088,4,264.57,1058.28
OD017500,O005791,P0006,5,344.82,1724.1
OD017501,O005791,P0082,3,146.12,438.36
OD017502,O005791,P0062,4,327.2,1308.8
OD017503,O005791,P0069,4,171.42,685.68
OD017504,O005792,P0072,5,472.6,2363
OD017505,O005793,P0036,1,284.98,284.98
OD017506,O005794,P0082,3,146.12,438.36
OD017507,O005794,P0037,4,418.11,1672.44
OD017508,O005794,P0063,2,287.34,574.68
OD017509,O005795,P0090,5,42.62,213.1
OD017510,O005795,P0029,4,426.8,1707.2
OD017511,O005795,P0048,2,153.43,306.86
OD017512,O005796,P0062,5,327.2,1636
OD017513,O005796,P0005,3,373.51,1120.53
OD017514,O005796,P0013,2,32.74,65.48
OD017515,O005796,P0086,3,125.27,375.81
OD017516,O005796,P0055,2,331.06,662.12
OD017517,O005797,P0041,5,358.19,1790.95
OD017518,O005797,P0007,2,448.25,896.5
OD017519,O005797,P0033,4,277.39,1109.56
OD017520,O005797,P0001,1,326.92,326.92
OD017521,O005798,P0074,1,171.05,171.05
OD017522,O005798,P0090,5,42.62,213.1
OD017523,O005798,P0058,3,369.98,1109.94
OD017524,O005798,P0035,2,201.7,403.4
OD017525,O005798,P0083,5,300.6,1503
OD017526,O005799,P0093,3,400.2,1200.6
OD017527,O005799,P0101,1,25.51,25.51
OD017528,O005799,P0085,5,211.71,1058.55
OD017529,O005800,P0020,4,23.12,92.48
OD017530,O005800,P0065,2,424.57,849.14
OD017531,O005800,P0009,4,222.52,890.08
OD017532,O005800,P0068,4,35.41,141.64
OD017533,O005800,P0035,5,201.7,1008.5
OD017534,O005801,P0027,2,64.52,129.04
OD017535,O005801,P0095,3,50.49,151.47
OD017536,O005801,P0078,1,240.25,240.25
OD017537,O005801,P0082,4,146.12,584.48
OD017538,O005802,P0012,5,262.57,1312.85
OD017539,O005803,P0005,4,373.51,1494.04
OD017540,O005803,P0089,2,63.64,127.28
OD017541,O005803,P0093,4,400.2,1600.8
OD017542,O005804,P0004,1,127.14,127.14
OD017543,O005804,P0066,4,392.48,1569.92
OD017544,O005804,P0069,5,171.42,857.1
OD017545,O005804,P0095,2,50.49,100.98
OD017546,O005804,P0096,1,203.18,203.18
OD017547,O005805,P0020,1,23.12,23.12
OD017548,O005806,P0078,2,240.25,480.5
OD017549,O005806,P0018,2,302.85,605.7
OD017550,O005806,P0071,2,121.27,242.54
OD017551,O005807,P0024,3,94.63,283.89
OD017552,O005808,P0064,2,348.61,697.22
OD017553,O005808,P0018,5,302.85,1514.25
OD017554,O005808,P0045,3,58.3,174.9
OD017555,O005808,P0001,4,326.92,1307.68
OD017556,O005809,P0023,1,183.32,183.32
OD017557,O005809,P0089,3,63.64,190.92
OD017558,O005809,P0059,1,98.43,98.43
OD017559,O005809,P0090,2,42.62,85.24
OD017560,O005810,P0084,2,450.95,901.9
OD017561,O005810,P0091,2,72.63,145.26
OD017562,O005810,P0064,3,348.61,1045.83
OD017563,O005810,P0025,4,479.46,1917.84
OD017564,O005811,P0033,3,277.39,832.17
OD017565,O005811,P0024,2,94.63,189.26
OD017566,O005811,P0101,1,25.51,25.51
OD017567,O005811,P0013,5,32.74,163.7
OD017568,O005812,P0057,5,102.15,510.75
OD017569,O005813,P0034,5,487.1,2435.5
OD017570,O005813,P0015,4,331.94,1327.76
OD017571,O005813,P0048,1,153.43,153.43
OD017572,O005813,P0084,5,450.95,2254.75
OD017573,O005814,P0044,3,158.91,476.73
OD017574,O005814,P0007,5,448.25,2241.25
OD017575,O005815,P0029,5,426.8,2134
OD017576,O005815,P0083,3,300.6,901.8
OD017577,O005815,P0001,3,326.92,980.76
OD017578,O005816,P0063,4,287.34,1149.36
OD017579,O005816,P0064,3,348.61,1045.83
OD017580,O005816,P0078,2,240.25,480.5
OD017581,O005816,P0091,4,72.63,290.52
OD017582,O005816,P0029,2,426.8,853.6
OD017583,O005817,P0045,1,58.3,58.3
OD017584,O005817,P0059,4,98.43,393.72
OD017585,O005817,P0020,1,23.12,23.12
OD017586,O005817,P0029,2,426.8,853.6
OD017587,O005817,P0067,5,129.94,649.7
OD017588,O005818,P0031,3,407.42,1222.26
OD017589,O005819,P0031,2,407.42,814.84
OD017590,O005820,P0061,3,494.97,1484.91
OD017591,O005821,P0052,5,120.56,602.8
OD017592,O005821,P0074,3,171.05,513.15
OD017593,O005821,P0036,1,284.98,284.98
OD017594,O005822,P0094,2,222.64,445.28
OD017595,O005822,P0017,2,125.81,251.62
OD017596,O005823,P0062,3,327.2,981.6
OD017597,O005823,P0101,4,25.51,102.04
OD017598,O005823,P0032,1,370.27,370.27
OD017599,O005823,P0068,5,35.41,177.05
OD017600,O005823,P0097,3,498.14,1494.42
OD017601,O005824,P0014,3,115.44,346.32
OD017602,O005824,P0032,5,370.27,1851.35
OD017603,O005824,P0062,4,327.2,1308.8
OD017604,O005824,P0002,5,32.01,160.05
OD017605,O005824,P0068,2,35.41,70.82
OD017606,O005825,P0029,1,426.8,426.8
OD017607,O005826,P0024,5,94.63,473.15
OD017608,O005826,P0018,1,302.85,302.85
OD017609,O005826,P0049,5,325.13,1625.65
OD017610,O005826,P0084,5,450.95,2254.75
OD017611,O005826,P0007,2,448.25,896.5
OD017612,O005827,P0048,1,153.43,153.43
OD017613,O005828,P0058,5,369.98,1849.9
OD017614,O005829,P0070,5,148.52,742.6
OD017615,O005829,P0072,1,472.6,472.6
OD017616,O005829,P0101,2,25.51,51.02
OD017617,O005829,P0099,4,486.12,1944.48
OD017618,O005829,P0032,3,370.27,1110.81
OD017619,O005830,P0013,2,32.74,65.48
OD017620,O005831,P0074,2,171.05,342.1
OD017621,O005831,P0035,3,201.7,605.1
OD017622,O005831,P0051,3,197.69,593.07
OD017623,O005832,P0057,4,102.15,408.6
OD017624,O005833,P0042,2,42,84
OD017625,O005834,P0084,2,450.95,901.9
OD017626,O005834,P0065,2,424.57,849.14
OD017627,O005834,P0067,3,129.94,389.82
OD017628,O005835,P0100,5,433.17,2165.85
OD017629,O005836,P0023,5,183.32,916.6
OD017630,O005836,P0073,3,440.66,1321.98
OD017631,O005836,P0084,1,450.95,450.95
OD017632,O005836,P0096,2,203.18,406.36
OD017633,O005836,P0030,5,309.79,1548.95
OD017634,O005837,P0062,2,327.2,654.4
OD017635,O005837,P0076,3,209.9,629.7
OD017636,O005837,P0071,5,121.27,606.35
OD017637,O005837,P0098,4,273.97,1095.88
OD017638,O005838,P0009,3,222.52,667.56
OD017639,O005838,P0048,1,153.43,153.43
OD017640,O005838,P0055,3,331.06,993.18
OD017641,O005838,P0099,2,486.12,972.24
OD017642,O005839,P0058,1,369.98,369.98
OD017643,O005840,P0054,4,469.59,1878.36
OD017644,O005840,P0088,2,264.57,529.14
OD017645,O005840,P0064,2,348.61,697.22
OD017646,O005840,P0008,1,61.73,61.73
OD017647,O005841,P0092,4,321.17,1284.68
OD017648,O005842,P0043,5,129.39,646.95
OD017649,O005842,P0044,2,158.91,317.82
OD017650,O005842,P0096,4,203.18,812.72
OD017651,O005842,P0029,2,426.8,853.6
OD017652,O005842,P0004,1,127.14,127.14
OD017653,O005843,P0030,4,309.79,1239.16
OD017654,O005844,P0010,4,34.3,137.2
OD017655,O005844,P0060,5,202.14,1010.7
OD017656,O005844,P0002,2,32.01,64.02
OD017657,O005844,P0100,1,433.17,433.17
OD017658,O005844,P0028,4,66.42,265.68
OD017659,O005845,P0002,3,32.01,96.03
OD017660,O005846,P0017,4,125.81,503.24
OD017661,O005846,P0006,2,344.82,689.64
OD017662,O005846,P0062,3,327.2,981.6
OD017663,O005846,P0019,4,408.53,1634.12
OD017664,O005846,P0013,3,32.74,98.22
OD017665,O005847,P0056,4,312.38,1249.52
OD017666,O005847,P0072,2,472.6,945.2
OD017667,O005847,P0035,2,201.7,403.4
OD017668,O005848,P0008,3,61.73,185.19
OD017669,O005848,P0099,2,486.12,972.24
OD017670,O005848,P0055,5,331.06,1655.3
OD017671,O005849,P0092,4,321.17,1284.68
OD017672,O005849,P0029,5,426.8,2134
OD017673,O005849,P0050,1,195.12,195.12
OD017674,O005850,P0058,2,369.98,739.96
OD017675,O005851,P0045,1,58.3,58.3
OD017676,O005851,P0062,2,327.2,654.4
OD017677,O005851,P0071,3,121.27,363.81
OD017678,O005851,P0085,3,211.71,635.13
OD017679,O005851,P0078,1,240.25,240.25
OD017680,O005852,P0078,3,240.25,720.75
OD017681,O005852,P0097,3,498.14,1494.42
OD017682,O005852,P0054,3,469.59,1408.77
OD017683,O005852,P0070,4,148.52,594.08
OD017684,O005852,P0096,3,203.18,609.54
OD017685,O005853,P0096,1,203.18,203.18
OD017686,O005853,P0090,4,42.62,170.48
OD017687,O005853,P0093,3,400.2,1200.6
OD017688,O005853,P0069,3,171.42,514.26
OD017689,O005854,P0041,3,358.19,1074.57
OD017690,O005855,P0011,3,124.95,374.85
OD017691,O005855,P0048,4,153.43,613.72
OD017692,O005855,P0089,4,63.64,254.56
OD017693,O005856,P0002,2,32.01,64.02
OD017694,O005856,P0073,1,440.66,440.66
OD017695,O005856,P0101,1,25.51,25.51
OD017696,O005857,P0087,2,498.82,997.64
OD017697,O005857,P0032,3,370.27,1110.81
OD017698,O005857,P0005,1,373.51,373.51
OD017699,O005857,P0004,3,127.14,381.42
OD017700,O005857,P0010,1,34.3,34.3
OD017701,O005858,P0007,5,448.25,2241.25
OD017702,O005858,P0050,1,195.12,195.12
OD017703,O005858,P0081,3,289.46,868.38
OD017704,O005858,P0062,3,327.2,981.6
OD017705,O005858,P0003,4,152.01,608.04
OD017706,O005859,P0067,1,129.94,129.94
OD017707,O005859,P0033,1,277.39,277.39
OD017708,O005859,P0001,1,326.92,326.92
OD017709,O005860,P0003,3,152.01,456.03
OD017710,O005861,P0033,4,277.39,1109.56
OD017711,O005861,P0046,5,131.74,658.7
OD017712,O005861,P0080,2,138.38,276.76
OD017713,O005861,P0060,3,202.14,606.42
OD017714,O005862,P0045,1,58.3,58.3
OD017715,O005862,P0022,3,355.11,1065.33
OD017716,O005862,P0047,5,68.48,342.4
OD017717,O005862,P0053,5,148.15,740.75
OD017718,O005863,P0037,4,418.11,1672.44
OD017719,O005863,P0051,2,197.69,395.38
OD017720,O005864,P0055,5,331.06,1655.3
OD017721,O005864,P0008,1,61.73,61.73
OD017722,O005864,P0011,4,124.95,499.8
OD017723,O005864,P0025,5,479.46,2397.3
OD017724,O005865,P0012,5,262.57,1312.85
OD017725,O005866,P0086,4,125.27,501.08
OD017726,O005866,P0014,3,115.44,346.32
OD017727,O005867,P0087,5,498.82,2494.1
OD017728,O005867,P0016,1,281.57,281.57
OD017729,O005867,P0048,3,153.43,460.29
OD017730,O005867,P0073,2,440.66,881.32
OD017731,O005867,P0043,1,129.39,129.39
OD017732,O005868,P0057,1,102.15,102.15
OD017733,O005869,P0033,3,277.39,832.17
OD017734,O005869,P0010,4,34.3,137.2
OD017735,O005869,P0081,4,289.46,1157.84
OD017736,O005869,P0056,4,312.38,1249.52
OD017737,O005870,P0016,4,281.57,1126.28
OD017738,O005870,P0075,4,334.61,1338.44
OD017739,O005871,P0021,3,406.79,1220.37
OD017740,O005872,P0053,5,148.15,740.75
OD017741,O005873,P0036,4,284.98,1139.92
OD017742,O005873,P0049,3,325.13,975.39
OD017743,O005873,P0076,3,209.9,629.7
OD017744,O005874,P0078,3,240.25,720.75
OD017745,O005874,P0098,1,273.97,273.97
OD017746,O005874,P0024,5,94.63,473.15
OD017747,O005874,P0033,2,277.39,554.78
OD017748,O005874,P0088,2,264.57,529.14
OD017749,O005875,P0031,4,407.42,1629.68
OD017750,O005876,P0096,4,203.18,812.72
OD017751,O005876,P0088,5,264.57,1322.85
OD017752,O005876,P0036,2,284.98,569.96
OD017753,O005877,P0074,3,171.05,513.15
OD017754,O005877,P0012,3,262.57,787.71
OD017755,O005877,P0092,5,321.17,1605.85
OD017756,O005878,P0003,3,152.01,456.03
OD017757,O005878,P0001,4,326.92,1307.68
OD017758,O005878,P0074,3,171.05,513.15
OD017759,O005879,P0031,3,407.42,1222.26
OD017760,O005879,P0075,5,334.61,1673.05
OD017761,O005879,P0020,5,23.12,115.6
OD017762,O005879,P0083,4,300.6,1202.4
OD017763,O005880,P0083,4,300.6,1202.4
OD017764,O005881,P0062,4,327.2,1308.8
OD017765,O005881,P0051,4,197.69,790.76
OD017766,O005882,P0074,4,171.05,684.2
OD017767,O005882,P0061,5,494.97,2474.85
OD017768,O005882,P0027,1,64.52,64.52
OD017769,O005883,P0036,3,284.98,854.94
OD017770,O005883,P0019,1,408.53,408.53
OD017771,O005884,P0059,5,98.43,492.15
OD017772,O005884,P0016,4,281.57,1126.28
OD017773,O005884,P0055,3,331.06,993.18
OD017774,O005884,P0017,4,125.81,503.24
OD017775,O005884,P0069,4,171.42,685.68
OD017776,O005885,P0011,3,124.95,374.85
OD017777,O005885,P0076,2,209.9,419.8
OD017778,O005885,P0016,4,281.57,1126.28
OD017779,O005885,P0077,3,458.98,1376.94
OD017780,O005885,P0025,2,479.46,958.92
OD017781,O005886,P0085,4,211.71,846.84
OD017782,O005886,P0084,4,450.95,1803.8
OD017783,O005886,P0079,5,147.14,735.7
OD017784,O005886,P0027,4,64.52,258.08
OD017785,O005886,P0015,1,331.94,331.94
OD017786,O005887,P0054,3,469.59,1408.77
OD017787,O005887,P0097,5,498.14,2490.7
OD017788,O005887,P0058,1,369.98,369.98
OD017789,O005888,P0094,4,222.64,890.56
OD017790,O005888,P0101,4,25.51,102.04
OD017791,O005888,P0028,1,66.42,66.42
OD017792,O005888,P0076,3,209.9,629.7
OD017793,O005889,P0062,3,327.2,981.6
OD017794,O005889,P0015,4,331.94,1327.76
OD017795,O005889,P0035,4,201.7,806.8
OD017796,O005889,P0005,1,373.51,373.51
OD017797,O005890,P0096,1,203.18,203.18
OD017798,O005890,P0003,3,152.01,456.03
OD017799,O005890,P0090,3,42.62,127.86
OD017800,O005891,P0080,5,138.38,691.9
OD017801,O005891,P0037,5,418.11,2090.55
OD017802,O005891,P0005,5,373.51,1867.55
OD017803,O005892,P0048,2,153.43,306.86
OD017804,O005892,P0050,4,195.12,780.48
OD017805,O005893,P0035,4,201.7,806.8
OD017806,O005893,P0046,4,131.74,526.96
OD017807,O005893,P0044,4,158.91,635.64
OD017808,O005893,P0094,2,222.64,445.28
OD017809,O005893,P0091,2,72.63,145.26
OD017810,O005894,P0089,1,63.64,63.64
OD017811,O005894,P0035,3,201.7,605.1
OD017812,O005894,P0024,1,94.63,94.63
OD017813,O005895,P0028,4,66.42,265.68
OD017814,O005895,P0100,2,433.17,866.34
OD017815,O005895,P0002,4,32.01,128.04
OD017816,O005896,P0081,4,289.46,1157.84
OD017817,O005896,P0091,4,72.63,290.52
OD017818,O005896,P0090,5,42.62,213.1
OD017819,O005896,P0100,3,433.17,1299.51
OD017820,O005896,P0019,5,408.53,2042.65
OD017821,O005897,P0008,3,61.73,185.19
OD017822,O005897,P0092,2,321.17,642.34
OD017823,O005897,P0072,4,472.6,1890.4
OD017824,O005897,P0075,4,334.61,1338.44
OD017825,O005898,P0053,5,148.15,740.75
OD017826,O005898,P0055,5,331.06,1655.3
OD017827,O005899,P0100,4,433.17,1732.68
OD017828,O005899,P0060,3,202.14,606.42
OD017829,O005900,P0083,5,300.6,1503
OD017830,O005900,P0099,3,486.12,1458.36
OD017831,O005901,P0006,5,344.82,1724.1
OD017832,O005901,P0008,4,61.73,246.92
OD017833,O005901,P0062,1,327.2,327.2
OD017834,O005902,P0029,4,426.8,1707.2
OD017835,O005902,P0062,5,327.2,1636
OD017836,O005902,P0064,3,348.61,1045.83
OD017837,O005903,P0014,1,115.44,115.44
OD017838,O005903,P0054,5,469.59,2347.95
OD017839,O005903,P0037,1,418.11,418.11
OD017840,O005903,P0073,4,440.66,1762.64
OD017841,O005904,P0075,4,334.61,1338.44
OD017842,O005904,P0043,2,129.39,258.78
OD017843,O005904,P0003,3,152.01,456.03
OD017844,O005904,P0088,5,264.57,1322.85
OD017845,O005905,P0050,5,195.12,975.6
OD017846,O005906,P0068,5,35.41,177.05
OD017847,O005906,P0008,2,61.73,123.46
OD017848,O005906,P0062,2,327.2,654.4
OD017849,O005906,P0080,1,138.38,138.38
OD017850,O005907,P0003,5,152.01,760.05
OD017851,O005908,P0028,3,66.42,199.26
OD017852,O005908,P0097,5,498.14,2490.7
OD017853,O005909,P0027,4,64.52,258.08
OD017854,O005909,P0099,3,486.12,1458.36
OD017855,O005910,P0074,3,171.05,513.15
OD017856,O005910,P0092,5,321.17,1605.85
OD017857,O005910,P0023,3,183.32,549.96
OD017858,O005910,P0098,1,273.97,273.97
OD017859,O005911,P0087,5,498.82,2494.1
OD017860,O005911,P0074,5,171.05,855.25
OD017861,O005911,P0082,1,146.12,146.12
OD017862,O005911,P0046,1,131.74,131.74
OD017863,O005912,P0054,2,469.59,939.18
OD017864,O005912,P0034,1,487.1,487.1
OD017865,O005912,P0006,1,344.82,344.82
OD017866,O005913,P0071,5,121.27,606.35
OD017867,O005913,P0060,1,202.14,202.14
OD017868,O005914,P0084,2,450.95,901.9
OD017869,O005915,P0030,1,309.79,309.79
OD017870,O005915,P0073,3,440.66,1321.98
OD017871,O005916,P0056,3,312.38,937.14
OD017872,O005916,P0088,2,264.57,529.14
OD017873,O005916,P0083,2,300.6,601.2
OD017874,O005916,P0075,5,334.61,1673.05
OD017875,O005917,P0087,3,498.82,1496.46
OD017876,O005917,P0027,2,64.52,129.04
OD017877,O005917,P0093,5,400.2,2001
OD017878,O005917,P0062,5,327.2,1636
OD017879,O005917,P0046,3,131.74,395.22
OD017880,O005918,P0031,3,407.42,1222.26
OD017881,O005918,P0040,1,297.13,297.13
OD017882,O005918,P0081,2,289.46,578.92
OD017883,O005918,P0071,1,121.27,121.27
OD017884,O005919,P0018,5,302.85,1514.25
OD017885,O005919,P0088,2,264.57,529.14
OD017886,O005919,P0011,1,124.95,124.95
OD017887,O005919,P0059,4,98.43,393.72
OD017888,O005920,P0006,2,344.82,689.64
OD017889,O005920,P0043,2,129.39,258.78
OD017890,O005920,P0046,4,131.74,526.96
OD017891,O005921,P0084,5,450.95,2254.75
OD017892,O005921,P0082,2,146.12,292.24
OD017893,O005921,P0040,4,297.13,1188.52
OD017894,O005922,P0072,4,472.6,1890.4
OD017895,O005922,P0092,5,321.17,1605.85
OD017896,O005922,P0060,2,202.14,404.28
OD017897,O005922,P0098,5,273.97,1369.85
OD017898,O005923,P0011,2,124.95,249.9
OD017899,O005923,P0022,5,355.11,1775.55
OD017900,O005923,P0068,4,35.41,141.64
OD017901,O005923,P0056,4,312.38,1249.52
OD017902,O005923,P0057,3,102.15,306.45
OD017903,O005924,P0011,4,124.95,499.8
OD017904,O005924,P0007,2,448.25,896.5
OD017905,O005924,P0038,5,316.89,1584.45
OD017906,O005924,P0003,4,152.01,608.04
OD017907,O005924,P0057,5,102.15,510.75
OD017908,O005925,P0024,1,94.63,94.63
OD017909,O005925,P0096,3,203.18,609.54
OD017910,O005925,P0037,4,418.11,1672.44
OD017911,O005926,P0086,5,125.27,626.35
OD017912,O005927,P0003,1,152.01,152.01
OD017913,O005927,P0037,3,418.11,1254.33
OD017914,O005928,P0073,1,440.66,440.66
OD017915,O005929,P0032,2,370.27,740.54
OD017916,O005929,P0101,4,25.51,102.04
OD017917,O005929,P0089,1,63.64,63.64
OD017918,O005930,P0047,3,68.48,205.44
OD017919,O005930,P0057,5,102.15,510.75
OD017920,O005930,P0068,4,35.41,141.64
OD017921,O005930,P0013,2,32.74,65.48
OD017922,O005931,P0011,5,124.95,624.75
OD017923,O005932,P0027,1,64.52,64.52
OD017924,O005932,P0009,1,222.52,222.52
OD017925,O005932,P0085,1,211.71,211.71
OD017926,O005933,P0051,1,197.69,197.69
OD017927,O005933,P0057,2,102.15,204.3
OD017928,O005933,P0029,4,426.8,1707.2
OD017929,O005934,P0093,1,400.2,400.2
OD017930,O005935,P0025,1,479.46,479.46
OD017931,O005935,P0012,4,262.57,1050.28
OD017932,O005935,P0058,2,369.98,739.96
OD017933,O005935,P0047,1,68.48,68.48
OD017934,O005935,P0054,2,469.59,939.18
OD017935,O005936,P0028,4,66.42,265.68
OD017936,O005936,P0059,1,98.43,98.43
OD017937,O005936,P0031,1,407.42,407.42
OD017938,O005936,P0077,1,458.98,458.98
OD017939,O005937,P0073,2,440.66,881.32
OD017940,O005937,P0022,1,355.11,355.11
OD017941,O005937,P0053,5,148.15,740.75
OD017942,O005938,P0002,1,32.01,32.01
